articleWordCount,headline,snippet
696,Michael Eric Dyson Believes in Individual Reparations,"The author and Georgetown professor on police brutality, telling white people the truth and why charity isn’t a substitute for justice."
1526,Can I Out My Ex-Husband to His Girlfriend?,"The magazine’s Ethicist columnist on whether to reveal a former spouse’s hidden sexuality, how to approach a mother about suspected dementia and more."
576,"Expecting Trouble, California Picks Up Some Legal Muscle",The state’s Democratic-led Legislature decided to retain Mr. Holder to represent it in any legal fights against the new Republican White House.
7134,The @-Bomb,"After a maker of surveillance software was hacked, its leaked documents shed light on a shadowy global industry that has turned email theft into a terrifying — and lucrative — political weapon. "
1285,Frightful but Not Invincible,"Giant tech companies are usually challenged by start-ups. But with no obvious upstart competitors, it may be governments that pose the biggest threat."
921,A Fitness Downside to Statin Drugs?,"Taking cholesterol-lowering statins seemed to make exercise more difficult and less beneficial, a new study in mice suggests."
390,It’s Probably Safe to Ignore Stock-Buying Advice for 2017,"The temptation for financial experts to offer stock tips is almost irresistible, but history shows why taking them is a bad idea."
890,"For Republicans, an Unexpected Rebuke","As the House’s overreach falters, an illustration of the ways in which a president-elect’s outsider ideas could openly clash with party priorities on Capitol Hill."
1182,New York Today: January’s Obscure Holidays,"Wednesday: Lesser known holidays, a ruckus at the Rockettes, and the subway’s most crowded day."
213,How to Have a Mindful New Year,Everyday activities like brushing your teeth or drinking coffee are opportunities to be present and mindful.
677,And the Winners Are ...,"Congratulations to the winners of the Mega Crossword Puzzle contest, and thank you to all who entered."
1233,Why Men Don’t Want  Jobs Done Mostly by Women,"When men take so-called pink-collar jobs, they have more job security but they also feel stigmatized."
1138,Italy Leans Toward Truly Homegrown Pastas,"A growing number of small producers in Italy are using only domestic durum wheat, for its flavor and for bragging rights."
1523,Is It Possible for a Writer to Be Objective?,Pankaj Mishra and Leslie Jamison discuss whether writers can ever truly put aside their own prejudices and interpretations.
1883,"Here to Serve, and to Soothe",Fast-casual food outlets are creating a new class of servers to give waiting customers a more human touch.
793,Trump’s Disastrous Example,The mess over a congressional ethics office reflects the muck of his own behavior.
352,If You Could Ask the Times Editor a Question . . .,". . . what would it be? Send your nominations to the public editor, who is sitting down with Dean Baquet this week to talk about the changes ahead."
1306,Circling the Block for Better Fast Food,"At their second outlet, in Oakland, two lauded chefs aim to improve local health and more. But the food needs improving, too."
1363,Choosing Flavor Over Fad,"The cookbook author and essayist, who has a cult following in Britain, writes about our relationship to food, with all its pleasures and complications."
397,Questions for: ‘Donald Trump Concedes Russia’s Interference in Election’,What did Mr. Trump concede about Russia for the first time on Wednesday? What did he reject? What did he sidestep? Why is this such important news?
4656,Mr. Popular,No one understands our new era of reality-TV populism better than the man who turned “The Real Housewives” into an empire.
955,Fair-Weather Fandom ,"Most sports fans won’t admit it, but they’re probably bandwagoners, too."
459,Where in the World Would You Most Like to Travel?,Which destination on this year’s Travel section’s Places to Go list would you most want to visit?
538,American Pie,The only thing better than a classic is two.
915,"To Encourage Creativity in Kids, Ask Them: ‘What if’?",Experts try to help children balance the whimsy and freedom of a wandering mind with the rigidity of a prepared one.
2344,"Washington, D.C.",Finding refuge from Washington’s quotidian intrigues — and how to get close to the political spectacle.
1128,New York Today: If Martin Luther King Had Sneezed,"Thursday: Dr. King’s inspiration from our city, how to celebrate his legacy, and why he was named an honorary New Yorker."
498,Nominees Not Exactly Toeing the Line,"One result of the hearings: Some of the nominees disagree with President-Elect Donald J. Trump on a few issues, especially concerning Russia."
2064,Teaching and Learning About Martin Luther King Jr. With The New York Times,"How do you celebrate and teach the legacy of Martin Luther King Jr., both on the holiday that celebrates his birth, and all year long?"
1005,Parents View New Peanut Guidelines With Guilt and Skepticism,"Alarmed by the suggestion that peanut-containing food be deliberately fed to infants, some parents are lashing out on social media."
868,Student Contest | Our Fourth Annual 15-Second Vocabulary Video Challenge,"Along with Vocabulary.com, our collaborators for Word of the Day, we invite you to create a short video that defines or teaches any of the words in our now over 1600-word strong collection."
1352,Why Did Her High Blood Pressure Turn Dangerously Low?,"A vigorous 81-year-old began to feel lightheaded and nearly faint at random times, but she didn’t know why."
661,Trump Shows How to Smother a Scandal: With a Bigger Story,"As one would-be controversy rapidly succeeds another, it’s clear that there’s only so much the news media and the public can focus on at once."
916,When Patients Leave ‘Against Medical Advice’,Many doctors never consider that their patients made the right decision to leave A.M.A.
1951,"Building, and Rebuilding","Arthur Blank, the Atlanta Falcons owner and Home Depot co-founder, has committed millions of dollars to a neighborhood ravaged by poverty. But critics say it’s still a raw deal."
849,Theme in Obama Farewell: Automation Can Divide Us,The soon-to-be ex-president connected the economic disruptions caused by technology to a rise in political polarization.
842,Trump’s Business ‘Separation’ Plan Does Nothing of the Kind,"It’s window dressing, meant to conceal his deepening conflicts of interest."
1667,"A Reporter Born in the Ottoman Empire, Forged in Little Rock",The correspondent Farnsworth Fowle captured the fury of a white mob in 1957 when nine black children arrived to integrate an Arkansas high school.
305,"Good, Bad and Mad: Andrew Rosenthal on the News","An opinion columnist, Mr. Rosenthal gives his take on the Trump presidency, cabinet confirmation process and Barack Obama’s “transformational presidency.”"
739,The Sound of Great Noodles,"A northwestern China specialty is drawing crowds, sometimes demanding, to a stall in Chelsea Market."
1619,Obama vs. the World,"The president entered office with a vision for a cosmopolitan foreign policy. Then he encountered drones, Syria and a growing wave of illiberalism."
212,Eat: Red Meat Tied to Diverticulitis,"Eating red meat increased the risk for diverticulitis, a painful inflammation of the digestive tract."
